"ID","Purchase","T.last","T.active","Loyalty","Service Failure","Total Profit","CL.spent","FW.spent","CF.spent","HW.spent","EL.spent","FR.spent","TO.spent","BS.spent","TG.spent","Socio.Economic","churn"
"21386","30","28.857142857143","29.571428571429","1","1","1520","6","89","116","1448","282","0","2896","0","102","8","0"
"219486","7","26.142857142857","29.714285714286","0","0","433","0","25","88","246","43","0","976","0","39","8","0"
"257032","3","7.7142857142857","25.285714285714","0","0","70","0","2","0","22","10","0","196","0","0","9","1"
"3074","3","2.2857142857143","24.571428571429","1","0","211","0","27","3","115","162","0","260","0","186","8","1"
"120889","3","7.7142857142857","28.142857142857","1","0","117","0","0","34","71","128","5","98","0","37","9","1"
"187169","2","9.4285714285714","24.428571428571","1","0","145","0","4","31","52","0","0","377","0","18","9","0"
"16758","16","19.285714285714","26.571428571429","1","1","302","0","3","81","251","51","24","535","0","9","9","0"
"112662","29","30","30.285714285714","0","0","1388","0","358","0","1619","569","4","1757","0","168","6","0"
"189240","1","0","20.142857142857","0","0","29","0","0","0","0","0","0","97","0","0","9","1"
"184385","1","0","21.428571428571","0","0","46","0","0","0","15","10","0","96","0","55","3","1"
"177479","18","28.714285714286","30.142857142857","0","0","3083","0","92","59","1323","552","136","7468","0","716","10","0"
"17412","1","0","19.428571428571","1","0","45","0","4","11","58","1","0","68","0","0","9","0"
"215436","4","7.1428571428571","27.428571428571","1","1","319","0","6","142","140","17","0","663","0","97","6","1"
"201576","5","13.142857142857","27.285714285714","0","0","209","0","6","0","139","0","59","456","0","0","8","1"
"170778","5","19.571428571429","28.714285714286","1","0","294","0","21","37","313","13","0","565","0","0","7","1"
"48196","2","2","25.571428571429","0","0","62","0","5","14","38","21","0","111","0","11","9","1"
"235461","2","1.5714285714286","30.285714285714","1","0","125","0","7","26","20","119","2","192","0","37","7","1"
"209835","8","20.857142857143","28.714285714286","1","2","755","0","57","16","412","252","0","1593","9","186","5","0"
"155490","1","0","20.428571428571","1","0","36","0","0","11","23","19","0","59","0","4","4","1"
"178786","2","1","20.285714285714","0","0","90","0","13","22","90","0","0","140","0","45","6","1"
"62131","6","20.714285714286","28.285714285714","1","0","434","0","30","13","396","150","33","662","45","76","9","1"
"83521","8","24.571428571429","26.714285714286","1","0","508","0","46","0","234","217","0","1121","0","37","7","0"
"52539","3","16.714285714286","23.857142857143","1","0","288","0","7","24","176","117","10","559","0","44","3","1"
"179164","2","8.2857142857143","27.285714285714","1","0","65","0","6","0","48","57","0","93","0","0","10","1"
"78321","2","16.571428571429","29.571428571429","1","0","71","0","9","0","34","3","0","181","0","11","3","0"
"203448","2","2","20.571428571429","0","0","93","0","8","20","30","30","0","187","0","44","4","1"
"142632","1","0","27.714285714286","0","0","45","0","11","5","42","31","0","45","0","9","6","1"
"190452","15","26","30.285714285714","1","0","1070","0","67","54","967","654","0","1478","0","293","6","1"
"138708","8","8.7142857142857","20.285714285714","1","0","264","0","16","82","78","133","0","506","0","33","7","0"
"17366","10","24.142857142857","28.571428571429","1","1","635","0","26","55","504","222","0","1144","55","35","7","0"
"203411","1","0","22.428571428571","1","0","111","0","0","0","31","24","0","308","0","0","9","1"
"89655","1","0","25.285714285714","0","0","131","0","0","0","131","3","0","295","0","0","7","0"
"126237","19","22.142857142857","24.285714285714","1","1","1171","0","85","152","756","298","58","2203","0","349","5","0"
"233902","4","22.571428571429","28.142857142857","1","0","262","0","27","0","256","0","0","573","0","0","10","0"
"129605","1","0","23.285714285714","1","0","27","0","4","8","13","24","0","9","0","47","8","1"
"131672","2","12.857142857143","28.571428571429","1","0","68","0","18","5","71","41","0","76","0","5","9","1"
"254664","1","0","28.142857142857","0","0","44","0","5","0","36","16","0","73","0","17","8","0"
"104208","5","9.5714285714286","22.142857142857","1","1","187","0","0","7","166","4","0","410","0","39","6","0"
"43719","3","2.7142857142857","29.285714285714","0","0","79","0","0","16","35","12","0","149","0","83","10","1"
"99215","7","29","30.142857142857","0","1","541","0","63","47","304","310","19","876","0","163","8","0"
"196777","19","28.142857142857","29.428571428571","0","3","1602","0","280","261","805","1263","16","2264","0","199","9","0"
"154988","2","2.2857142857143","26.571428571429","0","0","97","0","3","5","37","31","0","215","14","10","8","1"
"42656","7","21.714285714286","28","0","0","881","0","0","14","258","258","0","1003","1185","64","10","1"
"140564","6","20.142857142857","28.714285714286","0","0","233","0","43","0","235","45","0","389","0","74","9","1"
"105794","8","23","29","0","1","333","14","26","2","56","53","0","912","0","55","3","1"
"37199","5","15.571428571429","27.142857142857","1","1","485","0","13","22","264","118","0","1119","0","70","10","0"
"193888","10","27.428571428571","29.428571428571","0","1","273","0","0","0","337","17","0","433","0","182","5","0"
"197730","12","26.857142857143","30.142857142857","0","0","556","0","105","51","351","540","0","623","7","80","6","0"
"201380","6","17.428571428571","28.142857142857","1","0","203","0","12","8","87","176","0","324","0","56","7","0"
"191867","1","0","27.571428571429","0","0","81","0","0","22","31","39","0","145","0","39","8","1"
"125227","26","30","30.285714285714","0","2","1550","0","14","0","652","258","83","3741","0","548","10","0"
"11298","1","0","24.714285714286","0","0","63","0","3","0","39","48","0","104","0","9","8","1"
"80958","1","0","20","0","0","20","0","0","0","8","18","0","37","0","0","8","1"
"242256","6","20.285714285714","28.571428571429","1","0","671","0","49","107","401","280","0","1138","90","121","9","0"
"218042","6","24.142857142857","25.714285714286","1","0","652","0","24","0","333","0","0","1788","0","10","9","0"
"238877","6","27.428571428571","29.714285714286","1","0","399","0","27","60","175","281","0","518","0","363","5","0"
"137343","8","29.142857142857","29.714285714286","1","2","420","0","19","63","180","116","10","920","0","74","10","0"
"95742","5","24.571428571429","29","0","0","408","0","44","109","233","165","8","681","0","89","8","1"
"8483","3","3.1428571428571","28.285714285714","1","1","334","0","41","30","115","31","0","816","34","31","8","1"
"27788","12","22.714285714286","24.857142857143","1","1","854","0","41","130","494","207","30","1525","0","577","8","0"
"143642","5","14.142857142857","30.285714285714","0","0","209","0","33","6","187","64","0","333","0","84","7","0"
"121078","1","0","19","0","0","34","0","15","0","48","6","0","34","0","5","7","1"
"96994","1","0","18.571428571429","0","0","28","0","0","0","5","20","0","56","0","16","10","1"
"53598","8","24.142857142857","30.285714285714","0","0","277","0","9","30","100","68","0","678","0","23","5","1"
"9015","3","9.8571428571429","22.428571428571","0","0","106","0","7","52","60","65","4","106","0","56","9","0"
"135008","2","5","29.142857142857","0","0","83","0","0","0","52","0","0","222","0","0","6","1"
"211252","6","20.857142857143","25","0","0","322","0","47","68","294","72","30","356","67","126","9","0"
"143633","1","0","23.571428571429","1","0","78","0","2","0","71","55","0","105","0","21","7","1"
"43706","11","17","21.714285714286","1","0","259","0","21","75","153","202","0","312","0","71","2","0"
"175943","2","2.4285714285714","29.714285714286","1","0","145","0","7","14","67","103","24","214","0","31","1","0"
"14362","5","11.142857142857","29.428571428571","1","0","340","0","33","95","285","43","13","497","0","210","8","1"
"101222","2","0.42857142857143","27","1","0","90","0","19","25","54","44","4","114","14","5","8","1"
"118825","3","10.857142857143","28","0","0","263","0","3","5","135","120","0","576","0","10","10","1"
"13183","7","16.142857142857","29","1","1","536","9","37","36","422","285","9","893","0","6","4","1"
"84324","1","0","23.142857142857","1","0","35","0","2","8","33","24","0","37","0","7","6","1"
"14945","1","0","28.714285714286","0","0","29","0","4","3","18","37","0","22","0","0","9","0"
"111312","1","0","25.428571428571","0","0","28","0","3","0","18","0","0","54","0","29","9","1"
"9756","7","23.428571428571","27.428571428571","0","0","637","0","60","0","323","0","0","1650","0","123","10","0"
"144036","2","5.1428571428571","27.142857142857","0","0","155","0","17","15","104","70","10","228","39","0","10","0"
"123639","4","19.428571428571","24.428571428571","1","0","186","0","0","10","82","20","8","450","0","61","4","1"
"225674","1","0","29.714285714286","0","0","77","0","0","0","93","60","0","64","0","45","9","0"
"87210","27","25","25.142857142857","0","3","1221","0","39","13","681","504","41","2482","0","287","2","0"
"196259","4","5.1428571428571","30.142857142857","0","0","283","0","73","0","166","143","0","519","0","0","9","1"
"59626","8","9.1428571428571","19.571428571429","1","0","338","0","21","80","200","225","0","490","0","74","3","1"
"232663","14","28","29.142857142857","1","0","670","0","55","153","442","344","4","1082","0","55","5","0"
"200714","23","26","26.714285714286","0","0","904","16","342","5","925","0","18","1556","50","0","9","0"
"221215","1","0","22.285714285714","1","0","41","0","0","2","3","0","5","86","23","23","6","1"
"174522","2","2.2857142857143","19.714285714286","1","0","127","0","42","23","52","52","0","187","0","91","5","1"
"81834","1","0","23.714285714286","1","0","21","0","3","0","0","8","0","57","0","0","7","1"
"209143","6","19.714285714286","25.857142857143","1","0","440","0","30","258","201","149","6","616","0","205","9","0"
"116214","2","2.8571428571429","20.571428571429","0","0","134","0","4","32","78","117","0","143","0","76","1","1"
"191518","5","4.8571428571429","24","0","1","286","0","32","0","80","0","0","833","0","0","7","1"
"102977","13","17.285714285714","26.428571428571","0","0","630","0","64","5","715","180","5","1037","0","15","8","1"
"195331","26","29.571428571429","30.285714285714","0","4","666","0","82","276","452","373","4","863","0","26","7","0"
"175021","7","23","29","1","0","544","0","31","28","362","64","10","1184","0","157","4","1"
"193884","9","28.571428571429","30","1","0","845","0","7","110","694","142","0","1580","100","146","4","0"
"132046","7","20.428571428571","24","0","0","368","10","12","0","345","0","0","823","0","22","5","0"
"84106","1","0","24.571428571429","0","0","86","0","4","36","91","50","0","45","0","70","9","0"
"235330","1","0","20.142857142857","0","0","112","0","7","17","70","60","0","179","0","41","3","1"
"221925","5","25","25.285714285714","0","0","368","7","36","10","212","97","12","745","28","62","6","1"
"152128","5","19","23.571428571429","0","0","280","0","36","25","125","180","0","468","0","99","1","0"
"212100","3","22.142857142857","25.142857142857","0","1","164","0","21","54","94","81","0","216","0","90","5","0"
"15262","10","27.714285714286","28","0","1","844","0","18","0","684","141","45","1596","189","49","8","0"
"7895","11","27.857142857143","30.142857142857","0","0","710","0","28","0","420","281","0","1484","0","139","10","0"
"84777","1","0","20.428571428571","0","0","35","0","0","0","39","0","0","75","0","0","6","1"
"97583","1","0","24","1","0","17","0","4","0","0","28","0","10","2","13","6","0"
"54607","5","27.285714285714","29","1","1","90","0","0","4","107","13","0","167","0","0","10","0"
"83062","3","8.2857142857143","26.428571428571","1","0","107","0","0","6","63","74","0","187","0","11","9","0"
"249317","15","29.285714285714","29.428571428571","1","1","1743","0","438","868","1504","649","0","1717","0","415","4","0"
"180078","4","4","29.571428571429","0","0","130","0","12","45","98","32","0","219","0","12","6","1"
"74882","6","27.285714285714","28.714285714286","1","0","168","0","32","0","61","106","0","313","0","43","9","0"
"38692","19","29.571428571429","30.142857142857","0","0","674","0","94","27","590","189","0","780","412","56","10","0"
"221181","3","7.4285714285714","28.857142857143","1","0","108","0","0","0","85","0","0","271","0","0","5","1"
"65766","17","25.714285714286","29.428571428571","1","1","913","9","148","89","649","351","0","1430","0","439","10","1"
"15075","15","28.142857142857","29.714285714286","1","0","580","0","98","38","732","183","25","734","0","28","7","0"
"87850","2","12.714285714286","20","1","0","73","0","9","16","13","61","0","103","0","48","8","1"
"88258","3","4.1428571428571","25.714285714286","1","0","127","0","3","12","63","47","28","188","0","95","10","0"
"100069","7","14.857142857143","28.571428571429","1","1","127","0","0","20","139","31","6","201","0","0","10","0"
"78534","8","27","27.571428571429","1","0","282","0","16","31","142","245","3","393","0","91","6","0"
"99061","3","10.428571428571","21","1","1","97","0","22","25","73","56","0","99","0","52","10","1"
"169696","3","3.4285714285714","20.714285714286","0","0","176","0","16","19","102","42","0","341","0","86","10","0"
"34481","6","21.142857142857","29.571428571429","1","0","287","0","4","19","126","139","0","600","0","61","10","0"
"10784","16","28","30.142857142857","0","1","829","0","43","121","395","0","0","2096","0","101","9","0"
"111942","2","14.571428571429","18.428571428571","1","0","212","0","4","17","96","75","0","324","137","28","10","0"
"158872","15","14","29.714285714286","0","0","638","0","97","62","343","458","25","925","0","163","1","1"
"237747","11","28.571428571429","30.142857142857","0","1","502","0","9","69","455","105","55","765","0","235","1","0"
"139488","1","0","19.428571428571","1","0","40","0","6","3","26","49","0","21","0","30","10","1"
"142175","4","27.857142857143","29","1","0","224","0","6","55","91","62","0","504","0","0","5","0"
"181236","3","22","29","1","0","151","0","28","8","76","71","0","267","0","63","7","1"
"60553","10","27.857142857143","30.142857142857","1","1","819","0","57","77","530","204","0","1659","0","212","3","0"
"162493","30","30","30.142857142857","1","2","988","0","205","18","871","677","10","1071","0","466","10","0"
"43533","10","20","20.285714285714","1","3","1094","0","90","36","616","500","0","2198","0","124","8","0"
"199395","5","26","28.142857142857","0","0","368","0","0","0","252","0","0","957","0","0","9","0"
"40349","2","4.8571428571429","25.428571428571","0","0","157","0","11","0","130","14","19","329","0","0","10","1"
"224061","10","26.428571428571","28.571428571429","0","0","539","0","14","18","286","288","0","1051","0","123","10","0"
"173328","3","8.7142857142857","23.142857142857","0","0","169","0","9","13","54","88","0","347","0","57","4","1"
"201392","36","28.857142857143","29.714285714286","1","0","2541","150","274","292","1471","1864","538","2558","5","1059","8","0"
"222291","11","20","20.285714285714","0","1","525","0","79","50","374","434","13","607","0","137","5","0"
"115940","3","3.1428571428571","22.714285714286","0","0","97","0","13","6","89","67","0","91","0","68","7","1"
"246254","20","29.142857142857","29.571428571429","0","2","975","0","169","38","380","573","44","1800","21","113","9","0"
"44078","3","26.571428571429","29.714285714286","1","0","165","0","26","4","131","77","0","273","0","30","10","1"
"135878","4","18","22.714285714286","0","0","128","0","26","25","52","117","0","147","0","50","6","1"
"115996","11","27.714285714286","30","1","0","807","0","79","130","388","47","2","1719","210","43","5","0"
"193894","1","0","23.142857142857","1","0","59","0","5","2","15","42","0","98","0","49","3","1"
"79819","2","2.8571428571429","24.142857142857","1","0","139","0","31","0","56","6","0","365","0","0","10","1"
"193078","3","23.285714285714","27.714285714286","1","0","590","0","0","0","33","0","0","1934","0","0","5","0"
"66702","4","14.142857142857","26.142857142857","0","0","449","0","79","0","443","0","7","861","0","126","6","0"
"262903","7","25.142857142857","26.857142857143","1","0","332","0","28","49","118","178","0","592","0","169","7","0"
"139166","3","28","30.285714285714","1","0","178","0","24","0","162","53","0","294","0","69","8","0"
"172984","16","29.857142857143","30","0","1","1030","14","49","112","949","78","27","1982","0","193","7","0"
"100629","7","20.857142857143","24.571428571429","0","1","312","0","0","0","173","91","1","712","3","61","2","0"
"112061","5","26","27.714285714286","0","0","287","0","14","7","203","60","0","610","0","65","3","0"
"225725","1","0","19.571428571429","0","0","50","0","5","0","56","0","0","101","0","0","7","1"
"251423","2","1.5714285714286","22.571428571429","0","1","91","0","9","37","22","53","0","154","0","19","7","1"
"137997","6","18","18.428571428571","1","0","400","0","30","142","75","109","0","827","0","181","7","0"
"174448","19","26.857142857143","27.714285714286","0","1","1240","0","175","124","806","520","8","2151","0","316","4","0"
"59728","1","0","23.428571428571","0","0","42","0","0","0","16","1","0","108","0","25","9","0"
"6627","18","22.857142857143","29.285714285714","0","0","758","0","162","0","321","390","0","1184","0","696","6","1"
"179255","8","26.857142857143","28.285714285714","1","0","451","0","36","0","289","145","3","982","0","0","10","0"
"83341","22","29.571428571429","30.285714285714","1","1","1058","0","75","48","1088","862","0","1188","0","65","2","0"
"144833","5","5.7142857142857","27.428571428571","1","0","92","0","9","0","44","128","0","100","0","0","10","1"
"151886","3","10.142857142857","23.571428571429","0","0","119","0","0","58","23","0","0","230","0","135","8","0"
"228812","1","0","23.142857142857","0","0","60","0","3","27","30","41","0","70","0","24","2","1"
"203661","2","7.8571428571429","28","1","0","86","0","0","0","55","0","0","229","0","0","9","0"
"140668","2","6.1428571428571","26.285714285714","1","0","109","0","16","40","66","63","0","137","0","31","5","0"
"94995","2","12.428571428571","29","0","0","135","0","0","0","94","34","0","309","0","3","10","0"
"92998","1","0","18.571428571429","0","0","36","0","3","0","49","15","0","48","0","0","9","1"
"169863","7","17.142857142857","21.571428571429","1","0","406","0","43","81","171","156","3","718","0","229","7","0"
"229132","7","17","23","0","0","326","0","58","9","227","20","30","672","0","60","7","0"
"114788","1","0","18.428571428571","0","0","25","0","0","5","12","12","0","40","0","21","9","1"
"39017","5","4","29.714285714286","1","0","255","0","4","0","214","113","0","410","0","141","6","0"
"216070","4","11.142857142857","18.571428571429","0","0","303","0","52","26","113","139","0","538","0","191","6","1"
"93027","8","19.857142857143","21.142857142857","1","0","372","6","79","55","281","195","0","540","0","28","5","0"
"118621","1","0","24.428571428571","0","0","37","0","0","0","18","13","0","73","0","27","5","1"
"75459","3","24.142857142857","27.428571428571","0","0","198","0","9","5","50","96","1","466","0","15","10","0"
"120842","1","0","21.857142857143","1","0","75","0","7","0","19","60","0","154","0","0","10","1"
"33236","4","27.857142857143","28.285714285714","0","1","374","0","66","33","191","182","15","630","0","125","1","1"
"97740","3","8","24.142857142857","0","0","77","0","8","0","86","39","0","102","0","12","9","1"
"201292","1","0","19.285714285714","1","0","85","0","9","0","32","39","0","172","0","38","7","1"
"258301","1","0","30.285714285714","0","0","26","0","0","0","14","16","0","50","0","7","1","1"
"135376","1","0","29.714285714286","1","0","17","0","2","0","0","13","0","39","0","0","6","0"
"201314","15","28","28.571428571429","1","4","1130","0","30","57","572","460","7","2392","10","193","10","0"
"11309","2","0.71428571428571","19","0","0","83","0","2","41","43","85","0","79","0","0","7","1"
"160943","4","21.857142857143","26.571428571429","1","0","230","0","14","0","152","33","0","549","0","0","7","0"
"262536","1","0","19.714285714286","1","0","92","0","23","20","97","24","0","126","0","0","10","1"
"6604","1","0","25.428571428571","1","0","70","0","11","26","20","20","0","122","0","43","6","1"
"140916","14","28.142857142857","29.142857142857","1","0","711","7","23","27","606","232","5","1357","0","39","7","0"
"257787","2","19.857142857143","26.428571428571","0","0","102","0","10","5","107","8","0","189","0","19","7","0"
"73134","4","17.714285714286","20.571428571429","0","0","168","0","4","11","89","91","0","171","84","141","9","1"
"167396","1","0","29.428571428571","0","0","75","0","3","0","60","45","0","126","0","5","8","1"
"148264","2","17","27.571428571429","1","0","42","0","0","0","0","0","0","141","0","0","6","1"
"151440","9","19","19.428571428571","0","0","300","0","50","38","318","1","0","535","0","47","6","0"
"177427","3","19.142857142857","23.428571428571","1","0","623","0","54","31","325","61","0","1155","311","117","10","0"
"201943","3","16.285714285714","30.142857142857","0","1","185","0","21","11","136","45","0","271","0","209","8","0"
"251155","6","9","28.428571428571","0","1","276","0","11","206","138","69","0","375","0","106","10","1"
"134528","5","22","23.285714285714","0","0","285","0","0","17","165","144","0","575","0","20","5","0"
"166254","3","10.714285714286","22.285714285714","0","0","197","0","23","0","106","0","0","467","0","97","10","0"
"151239","4","10","27.428571428571","1","0","200","0","6","0","95","0","5","551","0","0","4","1"
"76012","2","23.285714285714","27.142857142857","1","0","78","0","9","24","32","33","6","128","0","17","5","1"
"240813","14","29","29.714285714286","0","0","1515","0","157","181","992","179","0","2820","265","530","10","0"
"84095","20","29.285714285714","30.142857142857","1","0","794","0","128","73","674","792","0","779","0","0","10","0"
"62605","1","0","21.428571428571","0","0","79","0","4","11","28","60","11","115","0","28","3","1"
"209406","4","27.857142857143","30","1","1","157","0","30","17","105","35","0","198","100","14","6","0"
"46691","21","24.142857142857","25","1","2","692","0","78","99","437","433","2","785","0","648","9","0"
"100940","6","5.2857142857143","29","0","0","291","0","17","24","227","91","15","527","0","41","5","1"
"241629","9","27.142857142857","28.142857142857","1","1","1078","0","106","277","830","627","1","1446","0","154","3","0"
"21957","6","24.428571428571","28.714285714286","1","0","427","0","6","0","254","95","21","928","0","137","9","0"
"161089","3","15.428571428571","22.714285714286","1","0","138","0","0","0","16","2","0","442","0","0","8","0"
"102153","1","0","21.571428571429","1","0","81","0","4","12","54","24","0","159","0","13","8","0"
"149260","10","9.5714285714286","20.714285714286","1","0","325","0","40","94","165","143","10","474","0","180","9","0"
"236975","8","24.571428571429","25.571428571429","0","0","361","0","12","0","229","0","0","922","0","46","7","0"
"172860","1","0","22.714285714286","0","0","51","0","5","11","24","9","0","97","0","29","5","0"
"247060","1","0","27.571428571429","0","0","47","0","0","0","54","7","0","73","0","35","6","1"
"168885","7","8.8571428571429","28.428571428571","0","1","152","0","21","2","141","29","0","231","0","121","6","1"
"228356","1","0","30","0","0","70","0","2","8","30","21","0","142","0","44","4","0"
"220900","17","26.857142857143","30","1","0","926","0","62","194","519","97","0","2022","0","181","10","0"
"224615","14","28.857142857143","29.571428571429","1","3","1055","0","105","105","551","811","10","1253","0","891","7","0"
"163838","3","16.571428571429","23.142857142857","1","1","121","0","28","19","98","21","0","221","0","0","10","0"
"35359","24","28.142857142857","29.571428571429","1","0","1017","0","69","0","611","142","0","2327","0","321","10","0"
"216111","1","0","23.714285714286","1","0","67","0","5","27","22","47","0","106","0","0","10","1"
"79948","1","0","21.142857142857","0","0","33","0","5","18","45","6","0","24","0","5","8","1"
"125980","4","11.142857142857","21.428571428571","1","0","321","0","7","33","270","188","0","401","0","212","7","1"
"146789","14","29","29.714285714286","1","0","425","0","85","55","382","40","0","803","0","0","2","0"
"61188","26","26.285714285714","30.142857142857","1","1","1756","20","294","0","1475","258","137","3440","0","0","10","0"
"50681","26","29","29.714285714286","1","0","1351","0","96","75","905","327","22","2723","0","390","6","0"
"107965","1","0","24.428571428571","0","0","21","0","0","0","11","0","0","59","0","0","8","1"
"71959","2","14.714285714286","20.285714285714","0","1","115","0","0","0","55","14","0","307","0","0","9","0"
"68225","27","28.857142857143","29.428571428571","0","1","2021","6","184","557","1076","1288","1","3196","0","27","8","0"
"173209","14","20.285714285714","23.142857142857","0","0","380","0","24","168","335","86","0","351","149","121","10","0"
"242419","1","0","27.428571428571","0","0","43","0","3","0","35","28","0","70","0","0","10","0"
"60678","5","22.857142857143","27.571428571429","1","0","200","0","28","33","145","191","0","152","0","128","10","1"
"239836","6","29.571428571429","30.285714285714","1","0","400","0","14","35","281","205","0","544","0","357","9","0"
"105864","2","0.14285714285714","23.571428571429","0","0","30","0","0","0","0","0","0","101","0","0","8","1"
"193947","2","1","20.285714285714","1","0","115","0","14","24","63","51","0","213","0","0","6","0"
"118243","10","28.714285714286","29.142857142857","0","0","710","0","0","0","185","0","0","1749","380","0","8","0"
"66889","2","1.7142857142857","25.857142857143","0","0","71","16","4","15","21","12","0","158","0","4","8","0"
"244114","1","0","30.285714285714","1","0","30","0","3","0","8","4","0","82","0","0","9","1"
"241161","10","27.571428571429","28.571428571429","0","1","931","0","87","5","464","557","14","1602","114","202","9","0"
"172406","1","0","23.285714285714","1","0","92","0","4","0","40","0","0","261","0","0","10","1"
"98540","1","0","23.285714285714","1","0","68","0","0","46","40","32","0","91","0","0","3","0"
"194473","3","15.714285714286","27.714285714286","1","0","144","0","0","0","137","2","7","312","0","14","10","0"
"126622","9","15.285714285714","23.714285714286","1","0","423","0","37","95","188","83","0","937","0","42","4","1"
"130821","3","9","21.571428571429","1","0","130","0","7","8","107","74","0","208","0","15","9","0"
"140554","2","0.57142857142857","29.714285714286","1","0","60","0","6","0","13","7","5","160","0","7","4","1"
"71749","15","27.857142857143","28.428571428571","1","1","1121","3","156","23","1060","102","10","2181","0","176","2","0"
"144731","1","0","19.571428571429","1","0","138","0","7","0","62","0","0","387","0","0","9","1"
"31483","1","0","25.142857142857","1","0","37","0","3","11","18","0","0","83","0","8","7","1"
"259147","1","0","25.571428571429","0","0","41","0","0","0","7","53","0","68","0","0","3","1"
"64291","1","0","20.571428571429","0","0","83","0","5","70","44","44","0","78","0","16","2","1"
"63020","5","25.857142857143","28.285714285714","1","1","406","0","0","0","160","38","0","917","139","129","8","0"
"171610","3","22.571428571429","27.285714285714","0","0","83","0","14","25","76","56","0","80","0","8","10","1"
"31516","2","10.428571428571","27","0","0","96","0","3","59","46","123","0","40","0","20","6","1"
"93435","2","8.8571428571429","28.428571428571","0","0","204","0","4","37","192","76","0","298","0","69","10","1"
"30041","2","3","25","0","0","129","0","3","0","34","138","0","228","0","0","9","1"
"134972","6","12.142857142857","23.428571428571","1","0","306","0","34","88","281","30","0","516","0","49","9","1"
"182595","10","29.285714285714","29.428571428571","0","2","453","0","60","97","358","109","0","752","0","125","4","0"
"123523","2","2.5714285714286","21.285714285714","0","0","89","0","4","18","27","124","0","89","0","14","9","1"
"131812","5","6.8571428571429","26.285714285714","1","0","283","0","15","49","112","230","5","415","0","106","2","0"
"211960","14","28","29.142857142857","0","2","513","4","74","98","281","270","0","797","0","181","9","0"
"73590","5","17","30.285714285714","1","0","167","0","17","1","132","57","11","312","0","0","5","0"
"83464","1","0","19","0","0","47","0","4","0","4","0","0","139","0","14","10","0"
"43749","13","23.571428571429","28.571428571429","0","0","466","0","292","0","382","0","0","659","157","0","10","0"
"165655","1","0","29.285714285714","0","0","32","0","2","0","26","27","0","44","0","0","10","1"
"231227","3","13.285714285714","24.428571428571","0","1","264","0","86","34","138","64","8","489","0","41","8","0"
"93698","6","17.571428571429","21.285714285714","1","1","716","0","61","36","352","276","88","1406","0","88","9","0"
"166773","2","3","27.285714285714","0","0","85","0","2","1","77","12","1","148","0","61","5","0"
"66943","2","14.571428571429","21.285714285714","0","0","162","0","0","0","125","0","0","374","0","65","10","1"
"213128","2","15.142857142857","21","1","0","42","0","1","10","14","6","12","86","0","0","7","0"
"29274","2","11.714285714286","29.285714285714","1","0","91","0","5","18","77","60","0","124","0","0","10","1"
"123660","1","0","23.285714285714","1","0","47","0","0","19","38","18","0","58","0","29","7","0"
"70642","11","18","28.285714285714","1","0","577","0","77","0","373","186","0","1048","92","145","9","0"
"212663","7","7","22.714285714286","0","0","495","0","43","87","267","282","0","777","0","144","8","1"
"29374","2","8.2857142857143","19.571428571429","0","1","181","0","11","31","87","69","0","350","0","54","2","1"
"79418","42","29.857142857143","30.142857142857","1","1","1325","0","309","199","687","41","88","2683","21","431","5","0"
"30787","5","20.285714285714","22.142857142857","0","0","268","0","15","84","117","106","0","472","0","103","9","0"
"184669","5","15","29.428571428571","1","0","201","0","16","36","97","66","5","413","7","0","3","0"
"193495","11","24.428571428571","28.142857142857","0","0","1167","0","17","135","367","320","0","674","2032","63","8","0"
"110438","18","29.428571428571","29.571428571429","0","1","1705","0","225","42","541","900","11","3284","130","599","4","1"
"184315","2","3.4285714285714","18.571428571429","0","0","61","0","0","46","2","68","0","53","0","24","10","1"
"225450","5","24.285714285714","28.428571428571","0","0","196","0","14","5","99","130","0","345","0","57","4","0"
"86622","6","19.428571428571","24.428571428571","1","1","389","0","24","29","317","96","17","676","0","157","10","0"
"256300","8","28.714285714286","29.714285714286","1","0","490","17","27","0","241","83","7","1222","0","0","3","0"
"233732","1","0","29.428571428571","0","0","28","0","2","5","21","19","0","40","0","0","9","1"
"43353","5","8.2857142857143","19.285714285714","0","0","186","0","11","18","265","68","8","180","0","60","6","1"
"13232","5","6.1428571428571","28.571428571429","1","0","256","0","50","0","210","0","0","541","7","47","1","1"
"259746","1","0","21.571428571429","0","0","95","0","24","0","37","56","0","185","0","0","6","1"
"147833","13","26.142857142857","27.285714285714","1","0","458","0","43","95","371","297","0","488","0","249","2","0"
"131209","7","12.714285714286","30.142857142857","0","0","369","0","12","4","194","14","0","990","0","0","5","0"
"189955","1","0","27","1","0","38","0","1","0","3","0","0","124","0","0","9","1"
"137412","9","24.571428571429","28","1","0","727","0","61","85","299","400","0","1160","0","583","5","0"
"122040","4","28","29.571428571429","1","0","195","0","9","44","125","103","0","322","0","24","9","0"
"116168","1","0","18.428571428571","1","0","63","0","0","13","0","0","0","182","0","24","8","1"
"37973","26","28","28.142857142857","1","1","1952","0","526","0","1139","703","0","3664","0","459","10","0"
"102572","3","23.571428571429","24","1","0","259","0","23","23","109","86","22","488","40","51","9","0"
"78477","1","0","18.571428571429","0","0","74","0","0","11","11","13","0","201","0","11","7","1"
"105781","10","27.285714285714","28.571428571429","1","1","663","0","123","94","464","162","17","1216","0","71","6","0"
